Thời gian,Tên ảnh,Tiêu cự,Khẩu độ,Độ phân giải,File xuất ra
2026-06-07 22:40:08,ImageTest2.jpg,22,9,N/A x N/A,depth_ImageTest2.png
2026-06-07 22:47:40,ImageTest2.jpg,NIKON D7000,250,1/320,22,9,4538 x 2907,depth_ImageTest2.png
